crop,district,state,observations,mean_residual,median_residual,mae,rmse,p90_error,is_high_error_district
Sugarcane,Mahabubnagar,Telangana,4,-173.08,-12.31,1833.83,1919.59,2483.23,False
Sugarcane,Mahendragarh / Narnaul,Haryana,4,2474.97,1700.55,2792.4,3851.83,5823.38,True
Sugarcane,Mainpuri,Uttar Pradesh,4,130.59,53.04,866.31,894.62,1113.27,False
Sugarcane,Malappuram,Kerala,4,453.89,472.59,453.89,459.96,523.77,False
Sugarcane,Malda,West Bengal,4,-307.53,-615.5,995.29,1111.06,1375.26,False
Sugarcane,Mandi,Himachal Pradesh,4,453.89,472.59,453.89,459.96,523.77,False
Sugarcane,Mandla,Madhya Pradesh,4,1982.37,1560.06,2077.22,2927.01,4411.09,False
Sugarcane,Mandsaur,Madhya Pradesh,4,453.89,472.59,453.89,459.96,523.77,False
Sugarcane,Mandya,Karnataka,4,-478.15,-480.3,631.1,800.26,1154.85,False
Sugarcane,Mathura,Uttar Pradesh,4,52.75,-75.98,788.52,829.03,1076.0,False
Sugarcane,Mayurbhanja,Orissa,4,1224.67,606.31,1224.67,1757.48,2606.39,False
Sugarcane,Medak,Telangana,4,340.48,530.77,1205.89,1290.01,1566.43,False
Sugarcane,Meerut,Uttar Pradesh,4,-882.48,-692.55,882.48,1045.59,1486.19,False
Sugarcane,Mehsana,Gujarat,4,463.56,472.59,463.56,470.23,544.27,False
Sugarcane,Midnapur,West Bengal,4,4820.6,4442.08,6107.65,7763.45,11509.66,True
Sugarcane,Mirzpur,Uttar Pradesh,4,-990.14,-1093.38,990.14,1051.73,1306.85,False
Sugarcane,Moradabad,Uttar Pradesh,4,-563.31,-383.61,563.31,738.7,1098.22,False
Sugarcane,Morena,Madhya Pradesh,4,3003.99,2897.95,3003.99,3258.33,4400.4,True
Sugarcane,Mungair,Bihar,4,163.27,177.29,409.21,449.36,601.79,False
Sugarcane,Murshidabad,West Bengal,4,-881.55,-775.65,966.99,1236.09,1845.96,False
Sugarcane,Muzaffarnagar,Uttar Pradesh,4,-798.19,-796.04,798.19,817.64,986.63,False
Sugarcane,Muzaffarpur,Bihar,4,266.24,375.05,580.31,626.39,848.53,False
Sugarcane,Mysore,Karnataka,4,-882.72,-290.37,884.87,1497.26,2211.22,False
Sugarcane,Nadia,West Bengal,4,-92.33,-85.56,3234.18,3849.19,5358.96,True
Sugarcane,Nagaon,Assam,4,-177.34,0.92,471.51,686.03,1043.97,False
Sugarcane,Nagaur,Rajasthan,4,634.62,483.62,634.62,721.24,1014.4,False
Sugarcane,Nagpur,Maharashtra,4,-340.99,-476.75,1502.01,1836.9,2575.8,False
Sugarcane,Nainital,Uttarakhand,4,-207.77,-191.7,207.77,214.2,267.25,False
Sugarcane,Nalgonda,Telangana,4,-18.59,-11.34,912.3,929.95,1101.88,False
Sugarcane,Nanded,Maharashtra,4,1086.04,1139.9,1607.09,1948.49,2805.14,False
Sugarcane,Narsinghpur,Madhya Pradesh,4,1544.17,770.04,2254.67,3158.57,4666.61,True
Sugarcane,Nasik,Maharashtra,4,176.44,279.36,528.74,590.48,807.53,False
Sugarcane,Nizamabad,Telangana,4,-327.7,-343.91,1524.75,1716.5,2366.17,False
Sugarcane,North Arcot / Vellore,Tamil Nadu,3,-256.42,427.59,914.84,1092.87,1517.52,False
Sugarcane,North Cachar Hil / Dima Hasao,Assam,4,-245.06,23.55,550.17,723.81,1053.99,False
Sugarcane,Osmanabad,Maharashtra,4,1449.42,1547.43,1866.56,2132.48,3033.58,False
Sugarcane,Palakkad,Kerala,4,-4003.75,-4401.35,4082.02,4936.27,6923.51,True
Sugarcane,Palamau,Jharkhand,4,1720.38,2622.66,3429.78,3706.04,4746.43,True
Sugarcane,Pali,Rajasthan,4,553.21,483.62,553.21,584.16,766.17,False
Sugarcane,Panchmahal,Gujarat,4,-1018.74,-1197.12,3783.25,4284.27,5843.43,True
Sugarcane,Panna,Madhya Pradesh,4,1736.41,1679.34,1736.41,1836.06,2394.38,False
Sugarcane,Parbhani,Maharashtra,4,1122.67,807.99,1685.66,2205.75,3260.26,False
Sugarcane,Patiala,Punjab,4,-266.41,-187.24,266.41,370.4,549.54,False
Sugarcane,Patna,Bihar,4,-352.68,-476.8,529.02,574.82,772.41,False
Sugarcane,Phulbani ( Kandhamal ),Orissa,4,-1642.37,-3831.17,5129.72,5311.37,6646.84,True
Sugarcane,Pilibhit,Uttar Pradesh,4,-1051.41,-1069.55,1051.41,1092.75,1361.59,False
Sugarcane,Pratapgarh,Uttar Pradesh,4,-298.26,-1064.46,1534.61,1651.58,2191.93,False
Sugarcane,Pune,Maharashtra,4,-272.68,132.02,943.75,1319.78,1997.67,False
Sugarcane,Puri,Orissa,4,-471.93,-1745.91,3730.22,4263.14,6035.36,True
Sugarcane,Purnea,Bihar,4,11.59,-70.14,341.78,381.84,528.02,False
Sugarcane,Purulia,West Bengal,4,-3126.86,-1274.7,3126.86,4891.68,7290.89,True
Sugarcane,Rae-Bareily,Uttar Pradesh,4,255.74,239.55,255.74,283.92,393.89,False
Sugarcane,Raichur,Karnataka,4,-296.88,35.84,1429.45,1702.9,2492.28,False
Sugarcane,Raigad,Maharashtra,4,661.51,638.51,661.51,669.5,770.3,False
Sugarcane,Raigarh,Chhattisgarh,4,312.39,319.08,312.39,326.15,404.11,False
Sugarcane,Raipur,Chhattisgarh,4,329.1,376.95,329.1,356.36,445.0,False
Sugarcane,Raisen,Madhya Pradesh,4,1205.02,2067.97,2505.7,2574.52,3080.25,True
Sugarcane,Rajgarh,Madhya Pradesh,3,782.24,638.74,782.24,808.22,983.52,False
Sugarcane,Rajkot,Gujarat,4,-986.48,-1139.35,1303.45,1444.19,1999.68,False
Sugarcane,Ramananthapuram,Tamil Nadu,4,188.58,-48.01,1404.76,1755.52,2583.28,False
Sugarcane,Rampur,Uttar Pradesh,4,-387.69,-345.89,425.63,582.11,860.1,False
Sugarcane,Ranchi,Jharkhand,4,2066.36,2437.94,2585.73,2948.9,4146.43,True
Sugarcane,Ratlam,Madhya Pradesh,4,2819.73,1473.05,2819.73,3908.8,5763.94,True
Sugarcane,Ratnagiri,Maharashtra,4,-538.22,-546.72,4271.59,4329.92,4990.59,True
Sugarcane,Rewa,Madhya Pradesh,3,2623.42,2055.69,2623.42,3112.85,4330.85,True
Sugarcane,Rohtak,Haryana,4,2749.59,2537.75,3440.16,4464.34,6554.63,True
Sugarcane,Roopnagar / Ropar,Punjab,4,-388.93,-443.17,494.36,573.02,816.64,False
Sugarcane,S.P.S. Nellore,Andhra Pradesh,4,-167.21,-118.31,569.77,644.13,900.99,False
Sugarcane,Sabarkantha,Gujarat,4,736.71,631.05,736.71,774.3,1006.57,False
Sugarcane,Sagar,Madhya Pradesh,4,835.82,1246.97,2339.63,2601.98,3272.91,True
Sugarcane,Saharanpur,Uttar Pradesh,4,-182.95,-147.96,200.39,277.66,416.29,False
Sugarcane,Saharsa,Bihar,4,-101.05,-158.63,255.29,275.27,369.35,False
Sugarcane,Sambalpur,Orissa,4,-844.27,-2128.82,3960.27,4375.3,5967.83,True
Sugarcane,Sangli,Maharashtra,4,-618.54,-1069.13,1110.31,1120.48,1279.56,False
Sugarcane,Sangrur,Punjab,3,-221.07,-193.5,315.15,378.8,527.36,False
Sugarcane,Santhal Paragana / Dumka,Jharkhand,4,3269.35,3005.3,3269.35,3875.65,5580.51,True
Sugarcane,Saran,Bihar,4,407.42,472.75,435.69,499.81,664.5,False
Sugarcane,Satara,Maharashtra,4,-654.28,59.66,1123.66,1705.77,2513.12,False
Sugarcane,Satna,Madhya Pradesh,4,2143.84,2211.3,2143.84,2215.77,2715.34,False
Sugarcane,Sehore,Madhya Pradesh,4,2625.16,3397.28,3309.41,3602.86,4805.25,True
Sugarcane,Seoni / Shivani,Madhya Pradesh,4,2932.8,3152.11,3004.34,3779.8,5374.16,True
Sugarcane,Shahabad (Now Part Of Bhojpur District),Bihar,4,-58.09,-702.27,1097.75,1244.83,1727.67,False
Sugarcane,Shahdol,Madhya Pradesh,4,2122.45,1529.3,2122.45,2830.89,4231.39,False
Sugarcane,Shahjahanpur,Uttar Pradesh,4,-553.98,-568.62,553.98,661.29,930.03,False
Sugarcane,Shajapur,Madhya Pradesh,4,2282.53,2056.49,2282.53,2792.71,4078.02,True
Sugarcane,Shimla,Himachal Pradesh,4,-148.29,92.4,663.4,785.83,1131.25,False
Sugarcane,Shimoge,Karnataka,4,-35.63,-129.2,424.61,451.78,565.21,False
Sugarcane,Shivpuri,Madhya Pradesh,4,1101.44,1186.46,1494.7,1708.01,2443.0,False
Sugarcane,Sibsagar,Assam,4,166.6,199.22,377.32,448.84,609.02,False
Sugarcane,Sidhi,Madhya Pradesh,4,2558.95,1785.85,2558.95,3329.85,4929.9,True
Sugarcane,Sikar,Rajasthan,4,-652.15,-411.86,652.15,842.52,1255.56,False
Sugarcane,Singhbhum,Jharkhand,4,1342.03,632.88,1342.03,1857.57,2708.96,False
Sugarcane,Sirmaur,Himachal Pradesh,4,274.04,177.04,619.58,737.26,1042.17,False
Sugarcane,Sirohi,Rajasthan,4,549.24,539.99,549.24,556.25,646.51,False
Sugarcane,Sitapur,Uttar Pradesh,4,-330.19,-354.65,337.32,417.93,594.32,False
Sugarcane,Solan,Himachal Pradesh,4,-205.66,43.36,478.64,698.97,1054.41,False
Sugarcane,Solapur,Maharashtra,4,-391.97,-654.92,2272.46,2793.95,3941.61,True
Sugarcane,South Arcot / Cuddalore,Tamil Nadu,4,-590.71,-341.32,913.48,1231.74,1821.66,False
Sugarcane,Srikakulam,Andhra Pradesh,4,-1065.76,-782.6,1246.81,1640.33,2420.98,False
Sugarcane,Sultanpur,Uttar Pradesh,4,237.08,229.64,340.21,428.39,623.56,False
Sugarcane,Sundargarh,Orissa,4,-1535.58,-3649.38,4346.88,4426.36,5275.66,True
Sugarcane,Surat,Gujarat,4,-209.94,-167.97,271.84,354.64,529.64,False
Sugarcane,Surendranagar,Gujarat,4,-859.2,-1078.02,1348.72,1448.52,1917.53,False
Sugarcane,Surguja,Chhattisgarh,4,264.9,315.02,323.15,357.72,485.27,False
Sugarcane,Swami Madhopur,Rajasthan,4,-1635.01,-1345.23,5932.75,7652.42,11290.19,True
Sugarcane,Tehri Garhwal,Uttarakhand,4,486.87,475.75,486.87,501.46,615.69,False
Sugarcane,Thane,Maharashtra,4,486.87,475.75,486.87,501.46,615.69,False
Sugarcane,Thanjavur,Tamil Nadu,4,-476.07,-239.77,1142.48,1540.8,2330.14,False
Sugarcane,Thirunelveli,Tamil Nadu,3,80.0,-2170.49,3716.05,3996.48,5211.98,True
Sugarcane,Thiruvananthapuram,Kerala,4,478.25,475.75,478.25,490.19,591.56,False
Sugarcane,Thrissur,Kerala,4,844.37,862.04,1072.22,1249.9,1804.33,False
Sugarcane,Tikamgarh,Madhya Pradesh,4,1050.11,1170.12,1346.35,1539.64,2198.15,False
Sugarcane,Tiruchirapalli / Trichy,Tamil Nadu,3,-151.15,-1509.14,1940.01,2010.52,2472.14,False
Sugarcane,Tonk,Rajasthan,4,138.28,121.63,2088.23,2170.53,2725.63,False
Sugarcane,Tumkur,Karnataka,4,-1000.95,-835.55,1063.54,1370.66,2023.88,False
Sugarcane,Udaipur,Rajasthan,4,-338.84,-446.64,929.9,1027.92,1327.98,False
Sugarcane,Ujjain,Madhya Pradesh,4,1915.61,2230.58,1915.61,2110.63,2680.25,False
Sugarcane,Unnao,Uttar Pradesh,4,-1045.81,-895.5,1045.81,1109.12,1454.44,False
Sugarcane,Uttar Kashi,Uttarakhand,4,458.71,439.9,458.71,471.05,576.75,False
Sugarcane,Uttara Kannada,Karnataka,4,2088.13,737.28,2088.13,3234.46,4710.21,False
Sugarcane,Vadodara / Baroda,Gujarat,4,-160.29,-28.38,399.66,545.24,823.89,False
Sugarcane,Valsad,Gujarat,4,99.61,51.17,139.31,196.95,289.04,False
Sugarcane,Varanasi,Uttar Pradesh,4,-229.96,-234.53,229.96,236.32,286.56,False
Sugarcane,Vidisha,Madhya Pradesh,4,1139.3,1180.74,1165.64,1403.64,1967.51,False
Sugarcane,Visakhapatnam,Andhra Pradesh,4,445.68,455.82,445.68,490.22,650.12,False
Sugarcane,Wardha,Maharashtra,4,176.73,195.58,493.34,537.43,709.61,False
Sugarcane,West Dinajpur,West Bengal,4,-1021.42,-392.77,2462.78,3317.93,4994.94,True
Sugarcane,West Godavari,Andhra Pradesh,4,-579.4,-597.14,880.01,1020.09,1457.84,False
Sugarcane,Yeotmal,Maharashtra,4,1200.2,759.91,1221.33,1804.68,2747.13,False
Rice,24 Parganas,West Bengal,4,-78.5,-102.82,105.53,117.82,159.65,False
Rice,Adilabad,Telangana,4,-72.77,20.36,170.97,253.91,383.17,False
Rice,Agra,Uttar Pradesh,4,105.74,94.58,151.19,186.17,270.28,False
Rice,Ahmedabad,Gujarat,4,-93.06,-181.81,236.77,245.89,293.45,False
Rice,Ahmednagar,Maharashtra,4,-206.87,-405.62,746.81,838.83,1091.25,True
Rice,Ajmer,Rajasthan,4,-301.19,-809.52,1051.19,1093.19,1375.71,True
Rice,Akola,Maharashtra,4,237.5,225.0,237.5,245.66,308.33,False
Rice,Alappuzha,Kerala,4,-19.4,4.06,119.13,139.08,201.28,False
Rice,Aligarh,Uttar Pradesh,4,-90.45,-99.94,156.21,189.22,265.27,False
Rice,Allahabad,Uttar Pradesh,4,117.26,107.59,404.17,422.6,540.25,False
Rice,Almorah,Uttarakhand,4,-22.11,-19.3,56.38,64.6,88.64,False
Rice,Alwar,Rajasthan,4,-223.99,-283.96,223.99,257.64,313.94,False
Rice,Amarawati,Maharashtra,4,30.85,112.64,179.15,195.63,266.04,False
Rice,Ambala,Haryana,4,-18.9,-35.11,109.74,133.96,185.46,False
Rice,Amreli,Gujarat,4,0.0,0.0,0.0,0.0,0.0,False
Rice,Amritsar,Punjab,4,-268.15,-117.85,370.51,515.71,772.73,False
Rice,Ananthapur,Andhra Pradesh,4,-223.89,-293.53,269.76,298.19,393.98,False
Rice,Aurangabad,Maharashtra,4,-99.36,0.0,139.1,241.75,357.69,False
Rice,Azamgarh,Uttar Pradesh,4,30.37,46.76,267.55,270.88,301.19,False
Rice,Bahraich,Uttar Pradesh,4,-56.25,-93.81,226.91,261.34,345.01,False
Rice,Balaghat,Madhya Pradesh,4,-241.77,-93.77,257.42,412.24,619.47,False
Rice,Balasore,Orissa,4,-418.82,-221.71,418.82,569.0,835.94,False
Rice,Ballia,Uttar Pradesh,4,59.67,3.8,345.6,367.29,485.52,False
Rice,Banaskantha,Gujarat,4,-178.12,93.75,384.38,581.25,855.0,False
Rice,Banda,Uttar Pradesh,4,-27.3,-105.51,280.09,327.97,449.63,False
Rice,Bangalore,Karnataka,4,193.8,181.91,395.86,478.76,692.07,False
Rice,Bankura,West Bengal,4,27.06,27.01,37.79,46.48,64.96,False
Rice,Banswara,Rajasthan,4,175.21,184.36,295.74,344.44,475.21,False
Rice,Barabanki,Uttar Pradesh,4,76.04,109.95,100.04,104.86,126.07,False
Rice,Bareilly,Uttar Pradesh,4,67.41,104.25,182.56,211.93,270.2,False
Rice,Barmer,Rajasthan,4,0.0,0.0,0.0,0.0,0.0,False
Rice,Bastar,Chhattisgarh,4,177.7,122.41,498.64,540.78,736.76,True
Rice,Basti,Uttar Pradesh,4,152.33,253.93,285.34,298.91,365.32,False
Rice,Beed,Maharashtra,4,75.03,102.56,273.58,309.48,413.17,False
Rice,Belgaum,Karnataka,4,-39.93,-258.0,768.12,941.6,1349.49,True
Rice,Bellary,Karnataka,4,-85.46,-118.02,177.79,194.69,258.72,False
Rice,Betul,Madhya Pradesh,4,256.97,306.32,288.84,324.83,433.62,False
Rice,Bhagalpur,Bihar,4,-162.42,-151.93,191.12,252.53,368.71,False
Rice,Bhandara,Maharashtra,4,23.85,103.94,304.29,355.12,489.68,False
Rice,Bharatpur,Rajasthan,4,-94.25,-98.2,94.25,106.34,145.18,False
Rice,Bharuch,Gujarat,4,95.39,86.02,168.03,193.91,272.53,False
Rice,Bhatinda,Punjab,4,-141.71,-145.45,176.98,205.06,292.38,False
Rice,Bhavnagar,Gujarat,4,0.0,0.0,0.0,0.0,0.0,False
Rice,Bhilwara,Rajasthan,4,-225.74,-284.95,225.74,258.73,315.8,False
Rice,Bhind,Madhya Pradesh,4,454.98,725.05,1024.69,1187.4,1484.77,True
Rice,Bidar,Karnataka,4,-176.75,-39.8,329.86,437.45,635.79,False
Rice,Bijapur / Vijayapura,Karnataka,4,-67.3,-83.52,79.65,87.92,117.34,False
Rice,Bijnor,Uttar Pradesh,4,-40.84,-30.16,56.38,72.7,108.69,False
Rice,Bikaner,Rajasthan,4,447.92,152.78,711.81,997.51,1456.95,True
Rice,Bilashpur,Himachal Pradesh,4,-18.43,36.51,84.85,110.8,162.54,False
Rice,Bilaspur,Chhattisgarh,4,76.2,139.3,337.33,361.39,426.36,False
Rice,Birbhum,West Bengal,4,-165.88,-168.93,165.88,183.03,245.78,False
Rice,Bolangir,Orissa,4,401.64,480.52,738.99,857.26,1167.41,True
Rice,Budaun,Uttar Pradesh,4,5.72,-26.29,83.2,98.55,139.92,False
Rice,Buland Shahar,Uttar Pradesh,4,-97.14,-44.68,143.47,203.39,298.68,False
Rice,Buldhana,Maharashtra,4,-83.33,0.0,116.67,202.76,300.0,False
Rice,Bundi,Rajasthan,4,-393.35,-388.39,393.35,447.25,617.14,False
Rice,Burdwan,West Bengal,4,11.37,30.06,136.26,141.6,170.86,False
Rice,Cachar,Assam,4,111.78,152.88,162.05,171.63,225.71,False
Rice,Chamba,Himachal Pradesh,4,-8.12,24.31,48.37,61.18,88.65,False
Rice,Chamoli,Uttarakhand,4,-10.18,-21.51,39.33,43.91,51.99,False
Rice,Champaran,Bihar,4,126.16,64.81,302.26,347.7,492.67,False
Rice,Chandrapur,Maharashtra,4,137.59,324.55,421.31,433.86,537.82,False
Rice,Chengalpattu Mgr / Kanchipuram,Tamil Nadu,4,285.42,274.77,419.9,514.43,742.42,False
Rice,Chhatarpur,Madhya Pradesh,4,26.12,53.25,313.48,331.92,416.26,False
Rice,Chhindwara,Madhya Pradesh,4,509.26,636.65,557.2,625.28,807.89,True
Rice,Chickmagalur,Karnataka,4,32.29,35.28,129.24,134.61,167.97,False
Rice,Chitradurga,Karnataka,4,-121.36,-249.53,277.37,279.16,307.94,False
Rice,Chittoor,Andhra Pradesh,4,-172.48,-240.33,273.58,288.69,378.68,False
Rice,Chittorgarh,Rajasthan,4,-65.32,-139.24,267.45,307.15,399.09,False
Rice,Churu,Rajasthan,4,0.0,0.0,0.0,0.0,0.0,False
Rice,Coimbatore,Tamil Nadu,4,-283.28,-437.08,876.76,985.47,1368.24,True
Rice,Cooch Behar,West Bengal,4,-169.31,-187.24,169.31,174.89,204.96,False
Rice,Cuttack,Orissa,4,-236.18,-113.57,391.91,546.05,813.75,False
Rice,Dakshina Kannada,Karnataka,4,-159.36,-177.77,160.1,197.44,275.35,False
Rice,Damoh,Madhya Pradesh,4,-334.02,-263.43,334.02,461.33,695.98,False
Rice,Dangs,Gujarat,4,-168.16,-289.36,396.93,426.51,523.3,False
Rice,Darbhanga,Bihar,4,-169.85,-211.02,285.63,312.18,424.66,False
Rice,Darjeeling,West Bengal,4,-28.21,-35.01,101.44,113.5,151.86,False
Rice,Darrang,Assam,4,-140.89,-157.3,140.89,151.98,192.82,False
Rice,Datia,Madhya Pradesh,4,-216.6,-316.86,466.22,497.46,662.12,True
Rice,Dehradun,Uttarakhand,4,19.52,2.76,88.48,105.08,153.51,False
Rice,Deoria,Uttar Pradesh,4,267.59,175.12,484.17,636.69,937.26,True
Rice,Dewas,Madhya Pradesh,4,367.09,421.18,460.89,537.92,764.79,False
Rice,Dhanbad,Jharkhand,4,477.02,286.73,544.53,778.02,1182.56,True
Rice,Dhar,Madhya Pradesh,4,162.31,391.24,621.7,685.54,878.81,True
Rice,Dharwad,Karnataka,4,223.28,372.66,560.06,627.99,777.02,True
Rice,Dhenkanal,Orissa,4,146.61,149.01,804.48,831.56,1013.18,True
Rice,Dhule,Maharashtra,4,82.46,-71.78,329.91,407.32,587.31,False
Rice,Dibrugarh,Assam,4,-55.6,-65.53,83.77,96.76,136.25,False
Rice,Dungarpur,Rajasthan,4,-55.64,-17.27,279.64,293.29,374.3,False
Rice,Durg,Chhattisgarh,4,181.17,268.09,419.56,484.85,621.62,False
Rice,East Godavari,Andhra Pradesh,4,-751.6,-815.33,751.6,767.76,874.22,True
Rice,Eranakulam,Kerala,4,-46.98,-22.05,94.11,112.87,164.06,False
Rice,Etah,Uttar Pradesh,4,190.52,77.41,299.81,409.06,602.93,False
Rice,Etawah,Uttar Pradesh,4,96.43,48.09,109.39,163.85,247.94,False
Rice,Faizabad,Uttar Pradesh,4,55.4,103.94,318.15,351.87,451.92,False
Rice,Farrukhabad,Uttar Pradesh,4,43.88,126.01,289.32,338.53,453.7,False
Rice,Fatehpur,Uttar Pradesh,4,69.04,41.44,335.84,355.02,462.38,False
Rice,Ferozpur,Punjab,4,-74.2,-73.33,123.63,151.31,216.48,False
Rice,Ganganagar,Rajasthan,4,149.35,238.58,295.07,308.78,384.04,False
Rice,Ganjam,Orissa,4,-837.59,-889.09,847.32,1064.4,1517.87,True
Rice,Garhwal,Uttarakhand,4,-105.49,-132.58,111.94,126.66,160.04,False
Rice,Gaya,Bihar,4,-154.88,-268.85,298.47,301.34,344.46,False
Rice,Ghazipur,Uttar Pradesh,4,-11.7,65.67,127.31,154.84,224.57,False
Rice,Goalpara,Assam,4,-89.48,-112.63,108.57,123.08,167.73,False
Rice,Gonda,Uttar Pradesh,4,84.93,105.94,228.02,249.73,325.4,False
Rice,Gorakhpur,Uttar Pradesh,4,59.15,47.46,185.45,237.02,351.77,False
Rice,Gulbarga / Kalaburagi,Karnataka,4,-815.42,-916.4,815.42,943.9,1258.49,True
Rice,Guna,Madhya Pradesh,4,388.5,125.4,683.47,943.83,1395.24,True
Rice,Guntur,Andhra Pradesh,4,-211.14,-433.28,520.36,533.79,611.83,True
Rice,Gurdaspur,Punjab,4,50.64,44.22,355.2,423.24,602.43,False
Rice,Gurgaon,Haryana,4,63.49,-34.56,134.45,203.1,298.96,False
Rice,Gwalior,Madhya Pradesh,4,21.3,-116.72,497.16,551.96,755.79,True
Rice,Hamirpur,Uttar Pradesh,4,-14.79,-160.79,311.21,358.64,514.11,False
Rice,Hardoi,Uttar Pradesh,4,40.91,-33.14,200.18,251.54,372.83,False
Rice,Hassan,Karnataka,4,-125.94,-256.29,456.1,520.28,657.68,False
Rice,Hazaribagh,Jharkhand,4,198.23,-47.9,415.38,623.33,933.89,False
Rice,Hissar,Haryana,4,-11.89,-11.18,116.96,120.87,150.07,False
Rice,Hooghly,West Bengal,4,-204.28,-210.83,204.28,206.44,232.58,False
Rice,Hoshangabad,Madhya Pradesh,4,-339.49,-204.28,354.43,511.08,754.83,False
Rice,Hoshiarpur,Punjab,4,-159.44,-194.86,218.68,253.51,353.41,False
Rice,Howrah,West Bengal,4,-79.13,-254.49,337.6,356.23,459.2,False
Rice,Hyderabad,Telangana,4,-318.09,-342.24,318.09,348.04,458.31,False
Rice,Indore,Madhya Pradesh,4,-566.67,0.0,566.67,1133.34,1586.67,True
Rice,Jabalpur,Madhya Pradesh,4,-380.81,-238.03,753.75,874.61,1262.55,True
Rice,Jaipur,Rajasthan,4,0.0,0.0,0.0,0.0,0.0,False
Rice,Jaisalmer,Rajasthan,4,0.0,0.0,0.0,0.0,0.0,False
Rice,Jalandhar,Punjab,4,-296.85,-334.3,296.85,335.08,444.04,False
Rice,Jalaun,Uttar Pradesh,4,33.68,-31.8,204.32,228.04,313.52,False
Rice,Jalgaon,Maharashtra,4,356.25,337.5,356.25,368.49,462.5,False
Rice,Jalore,Rajasthan,4,0.0,0.0,0.0,0.0,0.0,False
Rice,Jalpaiguri,West Bengal,4,-160.27,-181.89,163.9,199.74,277.36,False
Rice,Jamnagar,Gujarat,4,0.0,0.0,0.0,0.0,0.0,False
Rice,Jaunpur,Uttar Pradesh,4,56.19,-100.55,223.78,297.05,432.18,False
Rice,Jhabua,Madhya Pradesh,4,-144.37,-161.7,232.5,275.1,378.69,False
Rice,Jhalawar,Rajasthan,4,273.26,506.49,545.82,548.17,601.15,True
Rice,Jhansi,Uttar Pradesh,4,213.96,133.69,213.96,269.81,393.05,False
Rice,Jhunjhunu,Rajasthan,4,0.0,0.0,0.0,0.0,0.0,False
Rice,Jind,Haryana,4,-1.91,-6.49,122.61,168.92,239.8,False
Rice,Jodhpur,Rajasthan,4,0.0,0.0,0.0,0.0,0.0,False
Rice,Junagadh,Gujarat,4,593.75,562.5,593.75,614.14,770.83,True
Rice,Kadapa Ysr,Andhra Pradesh,4,-153.35,-162.58,413.76,500.87,722.6,False
Rice,Kalahandi,Orissa,4,108.38,-73.85,446.19,540.83,782.56,False
Rice,Kamrup,Assam,4,-174.05,-123.77,174.05,213.61,315.17,False
Rice,Kangra,Himachal Pradesh,4,-11.64,29.68,62.53,80.01,116.57,False
Rice,Kannur,Kerala,4,-17.28,-38.75,57.47,60.67,77.86,False
Rice,Kanpur,Uttar Pradesh,4,-96.83,-93.15,305.72,329.0,433.39,False
Rice,Kanyakumari,Tamil Nadu,3,577.65,480.6,577.65,621.21,810.64,True
Rice,Kapurthala,Punjab,4,-244.91,-260.45,256.77,303.88,419.9,False
Rice,Karbi Anglong,Assam,4,-179.28,-196.82,179.28,199.83,265.41,False
Rice,Karimnagar,Telangana,4,-43.63,46.11,255.33,298.12,425.84,False
Rice,Karnal,Haryana,4,-88.67,-6.35,221.13,270.54,387.77,False
Rice,Keonjhar,Orissa,4,-213.32,-418.87,557.47,577.87,699.18,True
Rice,Khammam,Telangana,4,-307.76,-193.0,307.76,401.25,599.16,False
Rice,Khandwa / East Nimar,Madhya Pradesh,4,315.04,299.58,347.41,436.26,645.75,False
Rice,Khargone / West Nimar,Madhya Pradesh,4,-174.5,-24.3,617.8,760.98,1127.69,True
Rice,Kheda,Gujarat,4,-160.41,-158.82,160.41,171.39,221.75,False
Rice,Kheri,Uttar Pradesh,4,-207.93,-160.27,207.93,269.35,390.71,False
Rice,Kinnaur,Himachal Pradesh,4,-263.69,-244.05,319.64,419.7,616.67,False
Rice,Kodagu / Coorg,Karnataka,4,125.53,154.85,181.84,216.94,299.43,False
Rice,Kolar,Karnataka,4,-160.06,-6.95,263.01,428.71,644.34,False
Rice,Kolhapur,Maharashtra,4,-170.96,-190.34,370.78,426.73,611.85,False
Rice,Kollam,Kerala,4,-50.65,-80.2,115.78,124.45,159.8,False
Rice,Koraput,Orissa,4,-184.63,-308.54,410.11,424.75,535.96,False
Rice,Kota,Rajasthan,4,-189.48,-185.88,189.48,214.03,294.12,False
Rice,Kottayam,Kerala,4,109.68,139.22,132.69,146.0,195.23,False
Rice,Kozhikode,Kerala,4,18.85,-29.25,73.29,98.12,144.11,False
Rice,Krishna,Andhra Pradesh,4,-179.86,-168.69,227.87,290.73,416.73,False
Rice,Kullu,Himachal Pradesh,4,-10.75,27.74,53.89,69.31,99.73,False
Rice,Kurnool,Andhra Pradesh,4,20.08,-43.01,296.94,338.39,478.37,False
Rice,Kutch,Gujarat,4,0.0,0.0,0.0,0.0,0.0,False
Rice,Lahul & Spiti,Himachal Pradesh,4,0.0,0.0,0.0,0.0,0.0,False
Rice,Lakhimpur,Assam,4,-19.57,-23.83,56.88,66.71,96.07,False
Rice,Lucknow,Uttar Pradesh,4,-181.18,-110.34,288.71,362.88,539.19,False
Rice,Ludhiana,Punjab,4,-193.2,-221.1,217.63,247.57,338.7,False
Rice,Madurai,Tamil Nadu,4,-94.77,-104.78,314.09,328.4,409.08,False
Rice,Mahabubnagar,Telangana,4,78.42,53.28,161.09,209.8,310.33,False
