Unnamed: 0,Year,State Name,Dist Name,RICE AREA (1000 ha),RICE PRODUCTION (1000 tons),RICE YIELD (Kg per ha),State_en
804,2010,Maharashtra,Ahmednagar,7.5,7.03,937.33,11
805,2011,Maharashtra,Ahmednagar,7.9,7.8,987.34,11
806,2012,Maharashtra,Ahmednagar,7.5,4.61,614.67,11
807,2013,Maharashtra,Ahmednagar,7.9,19.0,2405.06,11
808,2014,Maharashtra,Ahmednagar,8.6,2.2,255.81,11
809,2015,Maharashtra,Ahmednagar,14.0,17.2,1228.57,11
810,2016,Maharashtra,Ahmednagar,15.0,26.2,1746.67,11
811,2017,Maharashtra,Ahmednagar,16.2,37.3,2302.47,11
812,2010,Maharashtra,Pune,60.9,71.92,1180.95,11
813,2011,Maharashtra,Pune,62.0,85.6,1380.65,11
814,2012,Maharashtra,Pune,77.6,106.16,1368.04,11
815,2013,Maharashtra,Pune,82.1,153.2,1866.02,11
816,2014,Maharashtra,Pune,82.1,136.1,1657.73,11
817,2015,Maharashtra,Pune,54.6,107.3,1965.2,11
818,2016,Maharashtra,Pune,53.5,115.4,2157.01,11
819,2017,Maharashtra,Pune,52.0,124.0,2384.62,11
820,2010,Maharashtra,Satara,50.8,82.24,1618.9,11
821,2011,Maharashtra,Satara,50.5,83.0,1643.56,11
822,2012,Maharashtra,Satara,51.0,70.04,1373.33,11
823,2013,Maharashtra,Satara,50.4,75.6,1500.0,11
824,2014,Maharashtra,Satara,52.9,94.7,1790.17,11
825,2015,Maharashtra,Satara,52.7,79.7,1512.33,11
826,2016,Maharashtra,Satara,47.0,82.1,1746.81,11
827,2017,Maharashtra,Satara,45.8,83.0,1812.23,11
828,2010,Maharashtra,Sangli,20.2,53.87,2666.83,11
829,2011,Maharashtra,Sangli,18.1,33.7,1861.88,11
830,2012,Maharashtra,Sangli,17.5,33.74,1928.0,11
831,2013,Maharashtra,Sangli,14.5,25.5,1758.62,11
832,2014,Maharashtra,Sangli,15.5,31.4,2025.81,11
833,2015,Maharashtra,Sangli,22.6,43.4,1920.35,11
834,2016,Maharashtra,Sangli,16.8,42.9,2553.57,11
835,2017,Maharashtra,Sangli,17.0,39.3,2311.76,11
836,2010,Maharashtra,Solapur,0.7,0.23,328.57,11
837,2011,Maharashtra,Solapur,0.7,0.2,285.71,11
838,2012,Maharashtra,Solapur,0.4,0.09,225.0,11
839,2013,Maharashtra,Solapur,0.4,0.1,250.0,11
840,2014,Maharashtra,Solapur,0.4,0.1,250.0,11
841,2015,Maharashtra,Solapur,0.2,0.0,0.0,11
842,2016,Maharashtra,Solapur,0.2,0.04,215.0,11
843,2017,Maharashtra,Solapur,0.6,0.07,116.67,11
844,2010,Maharashtra,Kolhapur,112.0,323.12,2885.0,11
845,2011,Maharashtra,Kolhapur,104.9,280.88,2677.6,11
846,2012,Maharashtra,Kolhapur,108.5,283.96,2617.14,11
847,2013,Maharashtra,Kolhapur,109.6,341.8,3118.61,11
848,2014,Maharashtra,Kolhapur,111.8,338.6,3028.62,11
849,2015,Maharashtra,Kolhapur,112.4,276.6,2460.85,11
850,2016,Maharashtra,Kolhapur,114.2,397.8,3483.36,11
851,2017,Maharashtra,Kolhapur,109.46,334.3,3054.2,11
852,2010,Maharashtra,Aurangabad,0.01,0.02,2000.0,11
853,2011,Maharashtra,Aurangabad,0.0,0.0,0.0,11
854,2012,Maharashtra,Aurangabad,0.0,0.0,0.0,11
855,2013,Maharashtra,Aurangabad,0.0,0.0,0.0,11
856,2014,Maharashtra,Aurangabad,0.0,0.0,0.0,11
857,2015,Maharashtra,Aurangabad,0.0,0.0,0.0,11
858,2016,Maharashtra,Aurangabad,6.5,3.1,476.92,11
859,2017,Maharashtra,Aurangabad,0.0,0.0,0.0,11
860,2010,Maharashtra,Parbhani,5.1,2.47,484.31,11
861,2011,Maharashtra,Parbhani,2.3,0.8,347.83,11
862,2012,Maharashtra,Parbhani,2.0,0.33,165.0,11
863,2013,Maharashtra,Parbhani,0.7,0.3,428.57,11
864,2014,Maharashtra,Parbhani,0.3,0.0,0.0,11
865,2015,Maharashtra,Parbhani,0.0,0.0,0.0,11
866,2016,Maharashtra,Parbhani,0.02,0.0,200.0,11
867,2017,Maharashtra,Parbhani,0.0,0.0,0.0,11
868,2010,Maharashtra,Beed,0.8,0.34,425.0,11
869,2011,Maharashtra,Beed,0.6,0.28,466.67,11
870,2012,Maharashtra,Beed,0.6,0.27,450.0,11
871,2013,Maharashtra,Beed,0.5,0.3,600.0,11
872,2014,Maharashtra,Beed,0.4,0.1,250.0,11
873,2015,Maharashtra,Beed,0.3,0.0,0.0,11
874,2016,Maharashtra,Beed,0.1,0.07,700.0,11
875,2017,Maharashtra,Beed,0.06,0.03,461.54,11
876,2010,Maharashtra,Nanded,5.2,2.71,521.15,11
877,2011,Maharashtra,Nanded,4.0,1.5,375.0,11
878,2012,Maharashtra,Nanded,4.0,2.09,522.5,11
879,2013,Maharashtra,Nanded,0.8,0.4,500.0,11
880,2014,Maharashtra,Nanded,0.8,0.1,125.0,11
881,2015,Maharashtra,Nanded,0.4,0.1,250.0,11
882,2016,Maharashtra,Nanded,0.7,1.3,1857.14,11
883,2017,Maharashtra,Nanded,0.81,1.2,1485.15,11
884,2010,Maharashtra,Osmanabad,17.5,6.19,353.71,11
885,2011,Maharashtra,Osmanabad,17.4,7.3,419.54,11
886,2012,Maharashtra,Osmanabad,19.8,7.77,392.42,11
887,2013,Maharashtra,Osmanabad,20.7,11.5,555.56,11
888,2014,Maharashtra,Osmanabad,18.9,3.6,190.48,11
889,2015,Maharashtra,Osmanabad,10.0,0.9,90.0,11
890,2016,Maharashtra,Osmanabad,9.6,2.1,218.75,11
891,2017,Maharashtra,Osmanabad,10.3,3.0,291.26,11
892,2010,Maharashtra,Buldhana,0.0,0.0,0.0,11
893,2011,Maharashtra,Buldhana,0.0,0.0,0.0,11
894,2012,Maharashtra,Buldhana,0.0,0.0,0.0,11
895,2013,Maharashtra,Buldhana,0.0,0.0,0.0,11
896,2014,Maharashtra,Buldhana,0.0,0.0,0.0,11
897,2015,Maharashtra,Buldhana,0.0,0.0,0.0,11
898,2016,Maharashtra,Buldhana,0.01,0.0,400.0,11
899,2017,Maharashtra,Buldhana,0.0,0.0,0.0,11
900,2010,Maharashtra,Akola,0.0,0.0,0.0,11
901,2011,Maharashtra,Akola,0.2,0.2,1000.0,11
902,2012,Maharashtra,Akola,0.0,0.0,0.0,11
903,2013,Maharashtra,Akola,0.0,0.0,0.0,11
904,2014,Maharashtra,Akola,0.0,0.0,0.0,11
905,2015,Maharashtra,Akola,0.0,0.0,0.0,11
906,2016,Maharashtra,Akola,0.0,0.0,0.0,11
907,2017,Maharashtra,Akola,0.0,0.0,0.0,11
908,2010,Maharashtra,Amarawati,3.8,2.76,726.32,11
909,2011,Maharashtra,Amarawati,4.1,3.1,756.1,11
910,2012,Maharashtra,Amarawati,3.8,1.55,407.89,11
911,2013,Maharashtra,Amarawati,4.7,0.8,170.21,11
912,2014,Maharashtra,Amarawati,5.3,1.6,301.89,11
913,2015,Maharashtra,Amarawati,5.6,1.2,214.29,11
914,2016,Maharashtra,Amarawati,6.9,4.6,666.67,11
915,2017,Maharashtra,Amarawati,8.9,3.0,337.08,11
916,2010,Maharashtra,Yeotmal,0.0,0.0,0.0,11
917,2011,Maharashtra,Yeotmal,0.1,0.1,1000.0,11
918,2012,Maharashtra,Yeotmal,0.1,0.04,400.0,11
919,2013,Maharashtra,Yeotmal,0.1,0.0,0.0,11
920,2014,Maharashtra,Yeotmal,0.0,0.0,0.0,11
921,2015,Maharashtra,Yeotmal,0.0,0.0,0.0,11
922,2016,Maharashtra,Yeotmal,0.0,0.0,0.0,11
923,2017,Maharashtra,Yeotmal,0.0,0.0,0.0,11
924,2010,Maharashtra,Wardha,0.0,0.0,0.0,11
925,2011,Maharashtra,Wardha,0.0,0.0,0.0,11
926,2012,Maharashtra,Wardha,0.0,0.0,0.0,11
927,2013,Maharashtra,Wardha,0.0,0.0,0.0,11
928,2014,Maharashtra,Wardha,0.0,0.0,0.0,11
929,2015,Maharashtra,Wardha,0.0,0.0,0.0,11
930,2016,Maharashtra,Wardha,0.0,0.0,0.0,11
931,2017,Maharashtra,Wardha,0.0,0.0,0.0,11
932,2010,Maharashtra,Nagpur,71.5,70.3,983.22,11
933,2011,Maharashtra,Nagpur,77.5,117.4,1514.84,11
934,2012,Maharashtra,Nagpur,67.1,100.45,1497.02,11
935,2013,Maharashtra,Nagpur,77.8,105.2,1352.18,11
936,2014,Maharashtra,Nagpur,78.8,95.5,1211.93,11
937,2015,Maharashtra,Nagpur,88.7,107.3,1209.7,11
938,2016,Maharashtra,Nagpur,87.7,170.4,1942.99,11
939,2017,Maharashtra,Nagpur,97.28,183.6,1887.43,11
940,2010,Maharashtra,Bhandara,378.6,607.65,1604.99,11
941,2011,Maharashtra,Bhandara,365.8,633.82,1732.7,11
942,2012,Maharashtra,Bhandara,370.7,734.97,1982.65,11
943,2013,Maharashtra,Bhandara,396.1,649.59,1639.96,11
944,2014,Maharashtra,Bhandara,383.8,699.5,1822.56,11
945,2015,Maharashtra,Bhandara,370.4,573.8,1549.14,11
946,2016,Maharashtra,Bhandara,391.7,888.7,2268.83,11
947,2017,Maharashtra,Bhandara,315.89,449.1,1421.69,11
948,2010,Maharashtra,Chandrapur,275.5,400.48,1453.65,11
949,2011,Maharashtra,Chandrapur,315.0,390.29,1239.02,11
950,2012,Maharashtra,Chandrapur,315.1,490.78,1557.54,11
951,2013,Maharashtra,Chandrapur,319.4,450.2,1409.52,11
952,2014,Maharashtra,Chandrapur,301.5,319.6,1060.03,11
953,2015,Maharashtra,Chandrapur,292.4,247.9,847.81,11
954,2016,Maharashtra,Chandrapur,296.5,530.8,1790.22,11
955,2017,Maharashtra,Chandrapur,284.38,287.3,1010.26,11
956,2010,Gujarat,Ahmedabad,122.94,332.07,2701.08,4
957,2011,Gujarat,Ahmedabad,138.29,377.46,2729.43,4
958,2012,Gujarat,Ahmedabad,114.57,230.48,2011.77,4
959,2013,Gujarat,Ahmedabad,122.39,290.15,2370.66,4
960,2014,Gujarat,Ahmedabad,130.4,347.73,2666.66,4
961,2015,Gujarat,Ahmedabad,130.69,336.39,2574.07,4
962,2016,Gujarat,Ahmedabad,153.19,414.33,2704.69,4
963,2017,Gujarat,Ahmedabad,157.76,350.56,2222.13,4
964,2010,Gujarat,Amreli,0.0,0.0,0.0,4
965,2011,Gujarat,Amreli,0.0,0.0,0.0,4
966,2012,Gujarat,Amreli,0.0,0.0,0.0,4
967,2013,Gujarat,Amreli,0.0,0.0,0.0,4
968,2014,Gujarat,Amreli,0.0,0.0,0.0,4
969,2015,Gujarat,Amreli,0.0,0.0,0.0,4
970,2016,Gujarat,Amreli,0.0,0.0,0.0,4
971,2017,Gujarat,Amreli,0.0,0.0,0.0,4
972,2010,Gujarat,Banaskantha,0.0,0.0,0.0,4
973,2011,Gujarat,Banaskantha,0.0,0.0,0.0,4
974,2012,Gujarat,Banaskantha,0.0,0.0,0.0,4
975,2013,Gujarat,Banaskantha,0.0,0.0,0.0,4
976,2014,Gujarat,Banaskantha,0.0,0.0,0.0,4
977,2015,Gujarat,Banaskantha,0.08,0.09,1125.0,4
978,2016,Gujarat,Banaskantha,0.0,0.0,0.0,4
979,2017,Gujarat,Banaskantha,0.0,0.0,0.0,4
980,2010,Gujarat,Bharuch,25.2,35.2,1396.83,4
981,2011,Gujarat,Bharuch,31.0,40.1,1293.55,4
982,2012,Gujarat,Bharuch,23.4,33.3,1423.08,4
983,2013,Gujarat,Bharuch,22.65,28.4,1253.86,4
984,2014,Gujarat,Bharuch,20.79,29.11,1400.19,4
985,2015,Gujarat,Bharuch,17.74,19.55,1102.03,4
986,2016,Gujarat,Bharuch,22.4,22.58,1008.35,4
987,2017,Gujarat,Bharuch,19.52,25.68,1315.44,4
988,2010,Gujarat,Vadodara / Baroda,55.1,68.1,1235.93,4
989,2011,Gujarat,Vadodara / Baroda,44.4,55.3,1245.5,4
990,2012,Gujarat,Vadodara / Baroda,44.6,63.2,1417.04,4
991,2013,Gujarat,Vadodara / Baroda,38.07,50.7,1331.76,4
992,2014,Gujarat,Vadodara / Baroda,41.68,66.82,1603.17,4
993,2015,Gujarat,Vadodara / Baroda,39.6,63.87,1612.88,4
994,2016,Gujarat,Vadodara / Baroda,40.6,72.66,1789.73,4
995,2017,Gujarat,Vadodara / Baroda,45.0,71.93,1598.48,4
996,2010,Gujarat,Bhavnagar,0.0,0.0,0.0,4
997,2011,Gujarat,Bhavnagar,0.0,0.0,0.0,4
998,2012,Gujarat,Bhavnagar,0.0,0.0,0.0,4
999,2013,Gujarat,Bhavnagar,0.0,0.0,0.0,4
1000,2014,Gujarat,Bhavnagar,0.0,0.0,0.0,4
1001,2015,Gujarat,Bhavnagar,0.0,0.0,0.0,4
1002,2016,Gujarat,Bhavnagar,0.0,0.0,0.0,4
1003,2017,Gujarat,Bhavnagar,0.0,0.0,0.0,4
1004,2010,Gujarat,Valsad,155.6,383.6,2465.3,4
1005,2011,Gujarat,Valsad,149.6,368.4,2462.57,4
1006,2012,Gujarat,Valsad,124.0,300.7,2425.0,4
1007,2013,Gujarat,Valsad,150.35,348.71,2319.32,4
1008,2014,Gujarat,Valsad,139.23,338.52,2431.37,4
1009,2015,Gujarat,Valsad,118.98,294.03,2471.26,4
1010,2016,Gujarat,Valsad,142.31,381.77,2682.63,4
1011,2017,Gujarat,Valsad,121.65,307.38,2526.81,4
1012,2010,Gujarat,Dangs,18.0,23.4,1300.0,4
1013,2011,Gujarat,Dangs,18.0,30.7,1705.56,4
1014,2012,Gujarat,Dangs,13.8,21.8,1579.71,4
1015,2013,Gujarat,Dangs,16.81,43.18,2568.71,4
1016,2014,Gujarat,Dangs,14.46,21.6,1493.78,4
1017,2015,Gujarat,Dangs,21.11,41.66,1973.47,4
1018,2016,Gujarat,Dangs,22.2,53.64,2415.72,4
1019,2017,Gujarat,Dangs,20.83,49.96,2398.34,4
1020,2010,Gujarat,Jamnagar,0.0,0.0,0.0,4
1021,2011,Gujarat,Jamnagar,0.0,0.0,0.0,4
1022,2012,Gujarat,Jamnagar,0.0,0.0,0.0,4
1023,2013,Gujarat,Jamnagar,0.0,0.0,0.0,4
1024,2014,Gujarat,Jamnagar,0.0,0.0,0.0,4
1025,2015,Gujarat,Jamnagar,0.0,0.0,0.0,4
1026,2016,Gujarat,Jamnagar,0.0,0.0,0.0,4
1027,2017,Gujarat,Jamnagar,0.0,0.0,0.0,4
1028,2010,Gujarat,Junagadh,0.0,0.0,0.0,4
1029,2011,Gujarat,Junagadh,0.2,0.5,2500.0,4
1030,2012,Gujarat,Junagadh,0.0,0.0,0.0,4
1031,2013,Gujarat,Junagadh,0.0,0.0,0.0,4
1032,2014,Gujarat,Junagadh,0.0,0.0,0.0,4
1033,2015,Gujarat,Junagadh,0.0,0.0,0.0,4
1034,2016,Gujarat,Junagadh,0.0,0.0,0.0,4
1035,2017,Gujarat,Junagadh,0.0,0.0,0.0,4
1036,2010,Gujarat,Kheda,186.6,425.6,2280.81,4
1037,2011,Gujarat,Kheda,201.3,451.3,2241.93,4
1038,2012,Gujarat,Kheda,179.4,443.9,2474.36,4
1039,2013,Gujarat,Kheda,228.11,565.12,2477.4,4
1040,2014,Gujarat,Kheda,220.87,584.24,2645.17,4
1041,2015,Gujarat,Kheda,219.25,574.85,2621.91,4
1042,2016,Gujarat,Kheda,222.46,588.99,2647.59,4
1043,2017,Gujarat,Kheda,235.19,610.28,2594.81,4
1044,2010,Gujarat,Kutch,0.0,0.0,0.0,4
1045,2011,Gujarat,Kutch,0.0,0.0,0.0,4
1046,2012,Gujarat,Kutch,0.0,0.0,0.0,4
1047,2013,Gujarat,Kutch,0.0,0.0,0.0,4
1048,2014,Gujarat,Kutch,0.0,0.0,0.0,4
1049,2015,Gujarat,Kutch,0.0,0.0,0.0,4
1050,2016,Gujarat,Kutch,0.0,0.0,0.0,4
1051,2017,Gujarat,Kutch,0.0,0.0,0.0,4
1052,2010,Gujarat,Mehsana,14.76,32.53,2203.86,4
1053,2011,Gujarat,Mehsana,9.01,17.94,1991.67,4
1054,2012,Gujarat,Mehsana,2.83,6.52,2300.18,4
1055,2013,Gujarat,Mehsana,9.06,19.61,2164.91,4
1056,2014,Gujarat,Mehsana,10.29,25.99,2525.58,4
1057,2015,Gujarat,Mehsana,11.58,26.32,2271.73,4
1058,2016,Gujarat,Mehsana,8.49,15.96,1879.08,4
1059,2017,Gujarat,Mehsana,12.08,24.52,2030.04,4
1060,2010,Gujarat,Panchmahal,106.7,93.0,871.6,4
1061,2011,Gujarat,Panchmahal,115.3,132.5,1149.18,4
1062,2012,Gujarat,Panchmahal,99.3,155.5,1565.96,4
1063,2013,Gujarat,Panchmahal,120.49,159.44,1323.26,4
1064,2014,Gujarat,Panchmahal,110.17,105.99,962.05,4
1065,2015,Gujarat,Panchmahal,105.67,93.59,885.67,4
1066,2016,Gujarat,Panchmahal,126.38,152.59,1207.35,4
1067,2017,Gujarat,Panchmahal,127.96,144.13,1126.36,4
1068,2010,Gujarat,Rajkot,0.0,0.0,0.0,4
1069,2011,Gujarat,Rajkot,0.0,0.0,0.0,4
1070,2012,Gujarat,Rajkot,0.0,0.0,0.0,4
1071,2013,Gujarat,Rajkot,0.0,0.0,0.0,4
1072,2014,Gujarat,Rajkot,0.0,0.0,0.0,4
1073,2015,Gujarat,Rajkot,0.0,0.0,0.0,4
1074,2016,Gujarat,Rajkot,0.0,0.0,0.0,4
1075,2017,Gujarat,Rajkot,0.0,0.0,0.0,4
1076,2010,Gujarat,Sabarkantha,5.6,12.0,2142.86,4
1077,2011,Gujarat,Sabarkantha,6.7,15.9,2373.13,4
1078,2012,Gujarat,Sabarkantha,3.7,8.2,2216.22,4
1079,2013,Gujarat,Sabarkantha,1.68,3.56,2119.05,4
1080,2014,Gujarat,Sabarkantha,5.89,10.15,1723.26,4
1081,2015,Gujarat,Sabarkantha,4.73,12.67,2678.65,4
1082,2016,Gujarat,Sabarkantha,7.67,21.14,2756.13,4
1083,2017,Gujarat,Sabarkantha,8.66,29.87,3448.97,4
1084,2010,Gujarat,Surat,117.6,260.3,2213.44,4
1085,2011,Gujarat,Surat,121.2,298.4,2462.05,4
1086,2012,Gujarat,Surat,95.3,233.3,2448.06,4
1087,2013,Gujarat,Surat,110.55,268.87,2432.11,4
1088,2014,Gujarat,Surat,100.68,241.43,2397.99,4
1089,2015,Gujarat,Surat,104.13,227.2,2181.89,4
1090,2016,Gujarat,Surat,101.53,263.84,2598.74,4
1091,2017,Gujarat,Surat,105.79,273.93,2589.32,4
1092,2010,Gujarat,Surendranagar,0.0,0.0,0.0,4
1093,2011,Gujarat,Surendranagar,0.5,1.2,2400.0,4
1094,2012,Gujarat,Surendranagar,0.2,0.4,2000.0,4
1095,2013,Gujarat,Surendranagar,0.23,0.36,1565.22,4
1096,2014,Gujarat,Surendranagar,0.0,0.0,0.0,4
1097,2015,Gujarat,Surendranagar,0.66,1.66,2515.15,4
1098,2016,Gujarat,Surendranagar,0.37,0.97,2596.77,4
1099,2017,Gujarat,Surendranagar,0.85,1.57,1853.77,4
1100,2010,Rajasthan,Ajmer,0.01,0.02,2000.0,14
1101,2011,Rajasthan,Ajmer,0.01,0.02,2000.0,14
1102,2012,Rajasthan,Ajmer,0.01,0.01,1000.0,14
1103,2013,Rajasthan,Ajmer,0.01,0.01,1000.0,14
1104,2014,Rajasthan,Ajmer,0.01,0.02,2000.0,14
1105,2015,Rajasthan,Ajmer,0.0,0.0,0.0,14
1106,2016,Rajasthan,Ajmer,0.01,0.02,2285.71,14
1107,2017,Rajasthan,Ajmer,0.01,0.02,2333.33,14
1108,2010,Rajasthan,Alwar,0.38,0.77,2026.32,14
1109,2011,Rajasthan,Alwar,0.38,0.71,1868.42,14
1110,2012,Rajasthan,Alwar,0.79,1.39,1759.49,14
1111,2013,Rajasthan,Alwar,0.4,0.86,2150.0,14
1112,2014,Rajasthan,Alwar,0.35,0.77,2200.0,14
1113,2015,Rajasthan,Alwar,0.29,0.58,2000.0,14
1114,2016,Rajasthan,Alwar,0.27,0.61,2289.47,14
1115,2017,Rajasthan,Alwar,0.24,0.56,2367.09,14
1116,2010,Rajasthan,Banswara,27.47,18.49,673.37,14
1117,2011,Rajasthan,Banswara,28.93,37.54,1297.65,14
1118,2012,Rajasthan,Banswara,30.07,32.23,1071.85,14
1119,2013,Rajasthan,Banswara,30.27,29.75,982.68,14
1120,2014,Rajasthan,Banswara,28.05,18.43,657.08,14
1121,2015,Rajasthan,Banswara,27.54,14.34,520.72,14
1122,2016,Rajasthan,Banswara,29.52,31.15,1055.47,14
1123,2017,Rajasthan,Banswara,28.87,29.52,1022.5,14
1124,2010,Rajasthan,Barmer,0.0,0.0,0.0,14
1125,2011,Rajasthan,Barmer,0.0,0.0,0.0,14
1126,2012,Rajasthan,Barmer,0.0,0.0,0.0,14
1127,2013,Rajasthan,Barmer,0.0,0.0,0.0,14
1128,2014,Rajasthan,Barmer,0.0,0.0,0.0,14
1129,2015,Rajasthan,Barmer,0.0,0.0,0.0,14
1130,2016,Rajasthan,Barmer,0.0,0.0,0.0,14
1131,2017,Rajasthan,Barmer,0.0,0.0,0.0,14
1132,2010,Rajasthan,Bharatpur,2.22,4.48,2018.02,14
1133,2011,Rajasthan,Bharatpur,2.92,6.95,2380.14,14
1134,2012,Rajasthan,Bharatpur,1.49,2.92,1959.73,14
1135,2013,Rajasthan,Bharatpur,2.36,4.73,2004.24,14
1136,2014,Rajasthan,Bharatpur,2.64,5.79,2193.18,14
1137,2015,Rajasthan,Bharatpur,2.61,5.98,2291.19,14
1138,2016,Rajasthan,Bharatpur,1.78,4.06,2283.62,14
1139,2017,Rajasthan,Bharatpur,1.36,3.01,2209.1,14
1140,2010,Rajasthan,Bhilwara,0.39,0.79,2025.64,14
1141,2011,Rajasthan,Bhilwara,0.37,0.69,1864.86,14
1142,2012,Rajasthan,Bhilwara,0.26,0.45,1730.77,14
1143,2013,Rajasthan,Bhilwara,0.29,0.63,2172.41,14
1144,2014,Rajasthan,Bhilwara,0.51,1.12,2196.08,14
1145,2015,Rajasthan,Bhilwara,0.57,1.14,2000.0,14
1146,2016,Rajasthan,Bhilwara,0.51,1.18,2289.32,14
1147,2017,Rajasthan,Bhilwara,0.58,1.36,2366.32,14
1148,2010,Rajasthan,Bikaner,0.04,0.08,2000.0,14
1149,2011,Rajasthan,Bikaner,0.03,0.06,2000.0,14
1150,2012,Rajasthan,Bikaner,0.03,0.05,1666.67,14
1151,2013,Rajasthan,Bikaner,0.02,0.04,2000.0,14
1152,2014,Rajasthan,Bikaner,0.04,0.08,2000.0,14
1153,2015,Rajasthan,Bikaner,0.02,0.03,1500.0,14
1154,2016,Rajasthan,Bikaner,0.01,0.02,2250.0,14
1155,2017,Rajasthan,Bikaner,0.0,0.0,0.0,14
1156,2010,Rajasthan,Bundi,22.9,42.97,1876.42,14
1157,2011,Rajasthan,Bundi,20.97,34.22,1631.86,14
1158,2012,Rajasthan,Bundi,19.31,38.18,1977.21,14
1159,2013,Rajasthan,Bundi,29.47,71.95,2441.47,14
1160,2014,Rajasthan,Bundi,34.55,76.73,2220.84,14
1161,2015,Rajasthan,Bundi,39.86,88.82,2228.3,14
1162,2016,Rajasthan,Bundi,44.35,118.52,2672.73,14
1163,2017,Rajasthan,Bundi,47.01,133.1,2831.55,14
1164,2010,Rajasthan,Chittorgarh,1.28,2.57,2018.19,14
1165,2011,Rajasthan,Chittorgarh,0.91,1.71,1882.79,14
1166,2012,Rajasthan,Chittorgarh,0.7,1.23,1761.85,14
1167,2013,Rajasthan,Chittorgarh,0.69,1.48,2133.93,14
1168,2014,Rajasthan,Chittorgarh,0.88,1.91,2178.02,14
1169,2015,Rajasthan,Chittorgarh,1.26,2.54,2015.79,14
1170,2016,Rajasthan,Chittorgarh,1.13,1.79,1590.23,14
1171,2017,Rajasthan,Chittorgarh,1.35,3.12,2314.17,14
1172,2010,Rajasthan,Churu,0.0,0.0,0.0,14
1173,2011,Rajasthan,Churu,0.0,0.0,0.0,14
1174,2012,Rajasthan,Churu,0.0,0.0,0.0,14
1175,2013,Rajasthan,Churu,0.0,0.0,0.0,14
1176,2014,Rajasthan,Churu,0.0,0.0,0.0,14
1177,2015,Rajasthan,Churu,0.0,0.0,0.0,14
1178,2016,Rajasthan,Churu,0.0,0.0,0.0,14
1179,2017,Rajasthan,Churu,0.0,0.0,0.0,14
1180,2010,Rajasthan,Dungarpur,13.73,9.06,659.87,14
1181,2011,Rajasthan,Dungarpur,22.03,17.13,777.58,14
1182,2012,Rajasthan,Dungarpur,22.73,21.48,945.01,14
1183,2013,Rajasthan,Dungarpur,22.89,25.09,1096.11,14
1184,2014,Rajasthan,Dungarpur,16.33,11.38,696.88,14
1185,2015,Rajasthan,Dungarpur,16.36,11.02,673.59,14
1186,2016,Rajasthan,Dungarpur,17.68,22.43,1268.54,14
1187,2017,Rajasthan,Dungarpur,17.17,19.73,1149.47,14
1188,2010,Rajasthan,Ganganagar,30.34,108.5,3576.14,14
1189,2011,Rajasthan,Ganganagar,31.32,99.15,3165.71,14
1190,2012,Rajasthan,Ganganagar,29.01,79.68,2746.64,14
1191,2013,Rajasthan,Ganganagar,32.28,122.69,3800.81,14
1192,2014,Rajasthan,Ganganagar,39.42,139.12,3529.17,14
1193,2015,Rajasthan,Ganganagar,45.9,133.06,2898.91,14
1194,2016,Rajasthan,Ganganagar,48.22,140.27,2908.67,14
1195,2017,Rajasthan,Ganganagar,42.18,127.29,3017.4,14
1196,2010,Rajasthan,Jaipur,0.0,0.0,0.0,14
1197,2011,Rajasthan,Jaipur,0.0,0.0,0.0,14
1198,2012,Rajasthan,Jaipur,0.0,0.0,0.0,14
1199,2013,Rajasthan,Jaipur,0.0,0.0,0.0,14
1200,2014,Rajasthan,Jaipur,0.0,0.0,0.0,14
1201,2015,Rajasthan,Jaipur,0.0,0.0,0.0,14
1202,2016,Rajasthan,Jaipur,0.0,0.0,0.0,14
1203,2017,Rajasthan,Jaipur,0.0,0.0,0.0,14
1204,2010,Rajasthan,Jaisalmer,0.0,0.0,0.0,14
1205,2011,Rajasthan,Jaisalmer,0.0,0.0,0.0,14
1206,2012,Rajasthan,Jaisalmer,0.0,0.0,0.0,14
1207,2013,Rajasthan,Jaisalmer,0.0,0.0,0.0,14
1208,2014,Rajasthan,Jaisalmer,0.0,0.0,0.0,14
1209,2015,Rajasthan,Jaisalmer,0.0,0.0,0.0,14
1210,2016,Rajasthan,Jaisalmer,0.0,0.0,0.0,14
1211,2017,Rajasthan,Jaisalmer,0.0,0.0,0.0,14
1212,2010,Rajasthan,Jalore,0.0,0.0,0.0,14
1213,2011,Rajasthan,Jalore,0.0,0.0,0.0,14
1214,2012,Rajasthan,Jalore,0.0,0.0,0.0,14
1215,2013,Rajasthan,Jalore,0.0,0.0,0.0,14
1216,2014,Rajasthan,Jalore,0.0,0.0,0.0,14
1217,2015,Rajasthan,Jalore,0.0,0.0,0.0,14
1218,2016,Rajasthan,Jalore,0.0,0.0,0.0,14
1219,2017,Rajasthan,Jalore,0.0,0.0,0.0,14
1220,2010,Rajasthan,Jhalawar,2.29,5.86,2558.95,14
1221,2011,Rajasthan,Jhalawar,1.78,7.3,4101.12,14
1222,2012,Rajasthan,Jhalawar,1.62,2.86,1765.43,14
1223,2013,Rajasthan,Jhalawar,2.06,4.42,2145.63,14
1224,2014,Rajasthan,Jhalawar,3.23,7.06,2185.76,14
1225,2015,Rajasthan,Jhalawar,3.26,6.59,2021.47,14
1226,2016,Rajasthan,Jhalawar,4.42,8.05,1818.72,14
1227,2017,Rajasthan,Jhalawar,4.45,12.82,2884.81,14
