district_id,state,district,year,preseason_rainfall_mm,preseason_rainfall_normal_mm,preseason_rainfall_anomaly_pct,preseason_temp_mean_c,preseason_temp_max_c,preseason_temp_min_c,preseason_temp_anomaly_c,preseason_soil_moisture_index,preseason_dry_spell_days,rainfall_lag1_annual_mm,irrigation_ratio_lag1,source_id
GUJ_AHM_121,Gujarat,Ahmedabad,1976,35.6,37.02,-3.84,31.85,41.15,21.45,0.25,0.27,33,112.39,0.51,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AHM_121,Gujarat,Ahmedabad,1977,36.34,37.02,-1.84,31.82,41.11,21.43,0.22,0.2707,32,182.66,0.5046,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AHM_121,Gujarat,Ahmedabad,1978,31.93,37.02,-13.76,31.6,40.84,21.26,-0.0,0.2578,35,107.98,0.5289,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AHM_121,Gujarat,Ahmedabad,1979,36.78,37.02,-0.64,31.47,40.68,21.16,-0.13,0.2706,31,193.78,0.5151,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AHM_121,Gujarat,Ahmedabad,1980,31.56,37.02,-14.75,31.3,40.48,21.02,-0.3,0.2566,34,242.99,0.5084,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AHM_121,Gujarat,Ahmedabad,1981,34.16,37.02,-7.73,31.5,40.73,21.18,-0.1,0.2643,33,233.9,0.5217,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AHM_121,Gujarat,Ahmedabad,1982,34.25,37.02,-7.49,31.82,41.11,21.42,0.21,0.2658,34,202.06,0.5281,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AHM_121,Gujarat,Ahmedabad,1983,35.13,37.02,-5.1,31.61,40.87,21.25,0.01,0.2698,33,100.0,0.5198,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AHM_121,Gujarat,Ahmedabad,1984,38.64,37.02,4.37,31.65,40.93,21.28,0.05,0.2812,30,132.54,0.5199,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AHM_121,Gujarat,Ahmedabad,1985,30.21,37.02,-18.39,31.44,40.68,21.1,-0.16,0.2605,35,257.62,0.5314,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AHM_121,Gujarat,Ahmedabad,1986,38.9,37.02,5.08,31.42,40.68,21.07,-0.18,0.2862,30,236.4,0.5365,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AHM_121,Gujarat,Ahmedabad,1987,33.49,37.02,-9.52,31.5,40.78,21.12,-0.1,0.2737,33,328.67,0.5609,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AHM_121,Gujarat,Ahmedabad,1988,40.59,37.02,9.63,31.49,40.78,21.1,-0.11,0.2948,29,201.23,0.5492,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AHM_121,Gujarat,Ahmedabad,1989,39.15,37.02,5.75,31.66,41.0,21.23,0.06,0.2925,30,187.4,0.5458,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AHM_121,Gujarat,Ahmedabad,1990,35.21,37.02,-4.88,31.25,40.51,20.89,-0.35,0.2831,32,228.08,0.5517,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AHM_121,Gujarat,Ahmedabad,1991,41.05,37.02,10.89,31.28,40.55,20.9,-0.33,0.2995,28,100.0,0.5526,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AHM_121,Gujarat,Ahmedabad,1992,36.14,37.02,-2.37,30.92,40.13,20.6,-0.69,0.2864,30,248.83,0.5538,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AHM_121,Gujarat,Ahmedabad,1993,37.06,37.02,0.11,31.97,41.4,21.44,0.37,0.2885,32,213.76,0.5573,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AHM_121,Gujarat,Ahmedabad,1994,41.14,37.02,11.12,31.21,40.49,20.83,-0.39,0.2986,28,100.0,0.5687,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AHM_121,Gujarat,Ahmedabad,1995,37.85,37.02,2.25,31.33,40.64,20.93,-0.27,0.2883,30,228.79,0.5761,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AHM_121,Gujarat,Ahmedabad,1996,36.41,37.02,-1.64,31.5,40.84,21.06,-0.1,0.2827,32,100.0,0.5745,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AHM_121,Gujarat,Ahmedabad,1997,38.35,37.02,3.59,31.48,40.81,21.05,-0.12,0.2859,30,130.16,0.5938,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AHM_121,Gujarat,Ahmedabad,1998,33.68,37.02,-9.02,31.75,41.12,21.27,0.14,0.2711,34,100.0,0.581,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AHM_121,Gujarat,Ahmedabad,1999,38.48,37.02,3.96,31.42,40.72,21.01,-0.18,0.2819,30,126.61,0.5804,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AHM_121,Gujarat,Ahmedabad,2000,36.64,37.02,-1.04,32.16,41.6,21.62,0.56,0.2748,33,103.01,0.5764,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AHM_121,Gujarat,Ahmedabad,2001,36.1,37.02,-2.49,31.4,40.67,21.02,-0.21,0.2716,31,170.67,0.5957,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AHM_121,Gujarat,Ahmedabad,2002,23.97,37.02,-35.24,31.32,40.57,20.96,-0.28,0.2374,39,100.0,0.576,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AHM_121,Gujarat,Ahmedabad,2003,43.24,37.02,16.8,31.85,41.2,21.41,0.25,0.2885,28,262.06,0.5902,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AHM_121,Gujarat,Ahmedabad,2004,36.91,37.02,-0.29,30.97,40.13,20.71,-0.63,0.2709,30,269.58,0.5858,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AHM_121,Gujarat,Ahmedabad,2005,32.11,37.02,-13.27,31.93,41.27,21.49,0.33,0.258,35,210.23,0.5978,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AHM_121,Gujarat,Ahmedabad,2006,29.2,37.02,-21.13,31.82,41.13,21.41,0.22,0.2508,37,258.13,0.5947,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AHM_121,Gujarat,Ahmedabad,2007,39.62,37.02,7.03,31.48,40.71,21.15,-0.12,0.2801,29,176.57,0.6184,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AHM_121,Gujarat,Ahmedabad,2008,32.66,37.02,-11.77,32.28,41.67,21.8,0.68,0.2629,36,327.73,0.6077,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AHM_121,Gujarat,Ahmedabad,2009,33.88,37.02,-8.49,31.58,40.81,21.24,-0.02,0.268,33,267.5,0.6218,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AHM_121,Gujarat,Ahmedabad,2010,44.31,37.02,19.68,31.39,40.69,20.99,-0.21,0.3003,26,239.9,0.6115,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AHM_121,Gujarat,Ahmedabad,2011,34.45,37.02,-6.95,31.95,41.34,21.46,0.35,0.2739,34,282.4,0.6048,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AHM_121,Gujarat,Ahmedabad,2012,30.53,37.02,-17.53,32.02,41.32,21.61,0.42,0.2555,37,224.64,0.6067,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AHM_121,Gujarat,Ahmedabad,2013,40.83,37.02,10.3,31.07,40.32,20.71,-0.54,0.2991,28,202.71,0.613,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AHM_121,Gujarat,Ahmedabad,2014,33.25,37.02,-10.18,32.34,41.63,21.95,0.74,0.243,35,100.0,0.6246,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AHM_121,Gujarat,Ahmedabad,2015,23.83,37.02,-35.63,32.28,41.53,21.92,0.68,0.2184,41,177.12,0.6093,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AHM_121,Gujarat,Ahmedabad,2016,34.04,37.02,-8.04,31.17,40.28,20.95,-0.44,0.2932,32,260.92,0.6292,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AHM_121,Gujarat,Ahmedabad,2017,34.28,37.02,-7.39,32.18,41.56,21.7,0.58,0.2718,34,128.31,0.6357,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AMR_122,Gujarat,Amreli,1966,54.8,50.7,8.09,32.18,41.44,21.81,-0.45,0.2968,30,279.05,0.4877,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AMR_122,Gujarat,Amreli,1967,54.05,50.7,6.6,32.21,41.48,21.85,-0.41,0.2954,31,226.81,0.46,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AMR_122,Gujarat,Amreli,1968,55.58,50.7,9.63,31.96,41.16,21.65,-0.67,0.2979,29,300.41,0.4851,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AMR_122,Gujarat,Amreli,1969,54.46,50.7,7.42,32.77,42.13,22.32,0.14,0.2947,32,169.33,0.4927,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AMR_122,Gujarat,Amreli,1970,54.41,50.7,7.31,32.47,41.76,22.09,-0.15,0.2932,31,160.92,0.498,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AMR_122,Gujarat,Amreli,1971,55.21,50.7,8.9,32.65,41.96,22.24,0.02,0.293,31,140.51,0.4897,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AMR_122,Gujarat,Amreli,1972,51.4,50.7,1.38,32.94,42.3,22.49,0.31,0.2834,34,100.0,0.4924,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AMR_122,Gujarat,Amreli,1973,49.11,50.7,-3.14,32.69,41.98,22.3,0.06,0.2767,34,105.57,0.4988,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AMR_122,Gujarat,Amreli,1974,48.45,50.7,-4.43,32.36,41.58,22.05,-0.26,0.2732,34,194.65,0.4986,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AMR_122,Gujarat,Amreli,1975,50.54,50.7,-0.31,32.47,41.7,22.14,-0.15,0.2753,33,208.32,0.4989,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AMR_122,Gujarat,Amreli,1976,45.63,50.7,-10.0,32.99,42.31,22.56,0.36,0.2639,37,219.94,0.5058,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AMR_122,Gujarat,Amreli,1977,46.23,50.7,-8.81,32.32,41.5,22.03,-0.31,0.2637,35,316.38,0.5199,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AMR_122,Gujarat,Amreli,1978,49.27,50.7,-2.82,32.28,41.45,22.01,-0.35,0.2688,33,162.16,0.5127,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AMR_122,Gujarat,Amreli,1979,39.41,50.7,-22.27,33.28,42.65,22.81,0.66,0.2489,40,333.77,0.5396,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AMR_122,Gujarat,Amreli,1980,42.8,50.7,-15.58,32.97,42.28,22.56,0.34,0.2558,38,332.12,0.5195,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AMR_122,Gujarat,Amreli,1981,44.92,50.7,-11.4,32.16,41.31,21.91,-0.47,0.2607,35,325.94,0.5248,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AMR_122,Gujarat,Amreli,1982,44.86,50.7,-11.52,33.0,42.32,22.57,0.37,0.2617,37,255.82,0.5297,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AMR_122,Gujarat,Amreli,1983,47.52,50.7,-6.26,33.49,42.92,22.96,0.87,0.2686,37,239.44,0.5472,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AMR_122,Gujarat,Amreli,1984,51.34,50.7,1.27,32.94,42.27,22.51,0.31,0.2781,34,245.2,0.5437,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AMR_122,Gujarat,Amreli,1985,50.63,50.7,-0.13,32.37,41.6,22.05,-0.25,0.2788,33,178.28,0.5412,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AMR_122,Gujarat,Amreli,1986,47.82,50.7,-5.69,32.67,41.96,22.27,0.04,0.2754,35,338.33,0.543,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AMR_122,Gujarat,Amreli,1987,49.49,50.7,-2.39,33.19,42.61,22.68,0.57,0.2809,35,293.01,0.5532,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AMR_122,Gujarat,Amreli,1988,44.58,50.7,-12.07,32.7,42.03,22.28,0.08,0.2731,37,309.66,0.563,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AMR_122,Gujarat,Amreli,1989,48.33,50.7,-4.67,33.0,42.39,22.5,0.37,0.2821,35,365.39,0.5288,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AMR_122,Gujarat,Amreli,1990,56.16,50.7,10.77,32.71,42.06,22.26,0.08,0.2987,31,198.6,0.5471,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AMR_122,Gujarat,Amreli,1991,57.19,50.7,12.79,32.17,41.42,21.82,-0.46,0.3014,29,198.68,0.5631,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AMR_122,Gujarat,Amreli,1992,61.33,50.7,20.96,32.59,41.94,22.15,-0.04,0.3097,28,219.37,0.5528,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AMR_122,Gujarat,Amreli,1993,50.78,50.7,0.15,32.79,42.18,22.3,0.17,0.2885,34,191.18,0.5725,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AMR_122,Gujarat,Amreli,1994,52.91,50.7,4.35,32.07,41.32,21.72,-0.55,0.2918,31,234.61,0.5632,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AMR_122,Gujarat,Amreli,1995,48.98,50.7,-3.39,33.05,42.5,22.51,0.43,0.2827,35,151.27,0.5763,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AMR_122,Gujarat,Amreli,1996,55.85,50.7,10.15,31.83,41.03,21.53,-0.8,0.2945,29,124.66,0.567,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AMR_122,Gujarat,Amreli,1997,48.51,50.7,-4.32,33.04,42.48,22.51,0.42,0.278,36,194.83,0.5819,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AMR_122,Gujarat,Amreli,1998,52.68,50.7,3.9,32.49,41.81,22.07,-0.14,0.284,32,221.96,0.5884,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AMR_122,Gujarat,Amreli,1999,46.65,50.7,-7.98,33.11,42.55,22.57,0.49,0.27,37,124.69,0.5868,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AMR_122,Gujarat,Amreli,2000,43.53,50.7,-14.14,32.34,41.62,21.97,-0.28,0.2617,36,244.11,0.5771,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AMR_122,Gujarat,Amreli,2001,47.29,50.7,-6.72,31.97,41.16,21.68,-0.66,0.2674,33,165.7,0.59,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AMR_122,Gujarat,Amreli,2002,47.43,50.7,-6.45,32.31,41.55,21.96,-0.32,0.2662,34,356.87,0.5758,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AMR_122,Gujarat,Amreli,2003,45.51,50.7,-10.23,32.44,41.7,22.08,-0.19,0.2615,35,303.84,0.5915,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AMR_122,Gujarat,Amreli,2004,46.25,50.7,-8.77,31.96,41.12,21.71,-0.66,0.2625,34,324.65,0.5918,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AMR_122,Gujarat,Amreli,2005,47.13,50.7,-7.03,32.46,41.7,22.12,-0.17,0.2643,35,180.78,0.612,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AMR_122,Gujarat,Amreli,2006,40.34,50.7,-20.43,32.39,41.6,22.07,-0.24,0.2515,38,366.72,0.6064,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AMR_122,Gujarat,Amreli,2007,46.29,50.7,-8.7,33.35,42.75,22.85,0.72,0.2644,37,276.85,0.6053,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AMR_122,Gujarat,Amreli,2008,49.08,50.7,-3.2,33.07,42.41,22.64,0.45,0.2714,35,272.95,0.628,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AMR_122,Gujarat,Amreli,2009,48.37,50.7,-4.59,32.85,42.13,22.46,0.22,0.2719,35,124.46,0.6085,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AMR_122,Gujarat,Amreli,2010,60.22,50.7,18.78,32.82,42.2,22.34,0.19,0.2994,29,171.35,0.6123,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AMR_122,Gujarat,Amreli,2011,46.85,50.7,-7.59,32.14,41.36,21.82,-0.49,0.2732,34,219.7,0.6101,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AMR_122,Gujarat,Amreli,2012,43.23,50.7,-14.73,33.22,42.56,22.78,0.6,0.2583,38,196.32,0.6023,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AMR_122,Gujarat,Amreli,2013,46.97,50.7,-7.35,32.1,41.35,21.75,-0.53,0.2815,34,100.0,0.6023,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AMR_122,Gujarat,Amreli,2014,45.81,50.7,-9.65,33.39,42.68,23.0,0.76,0.2436,37,180.53,0.6221,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AMR_122,Gujarat,Amreli,2015,38.32,50.7,-24.42,33.69,43.02,23.26,1.06,0.2296,42,195.15,0.6194,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AMR_122,Gujarat,Amreli,2016,57.55,50.7,13.51,32.64,41.84,22.33,0.01,0.3147,30,179.43,0.6276,IMD_NASA_ICRISAT_INTEGRATED
GUJ_AMR_122,Gujarat,Amreli,2017,48.06,50.7,-5.2,32.85,42.15,22.45,0.22,0.274,35,213.76,0.6353,IMD_NASA_ICRISAT_INTEGRATED
GUJ_BAN_123,Gujarat,Banaskantha,1966,50.62,43.64,16.0,32.07,41.42,21.62,-0.03,0.3047,28,296.31,0.4715,IMD_NASA_ICRISAT_INTEGRATED
GUJ_BAN_123,Gujarat,Banaskantha,1967,45.21,43.64,3.6,32.13,41.48,21.68,0.03,0.2924,32,272.53,0.4762,IMD_NASA_ICRISAT_INTEGRATED
GUJ_BAN_123,Gujarat,Banaskantha,1968,49.22,43.64,12.8,31.53,40.76,21.21,-0.56,0.3011,28,253.7,0.4857,IMD_NASA_ICRISAT_INTEGRATED
GUJ_BAN_123,Gujarat,Banaskantha,1969,41.35,43.64,-5.25,31.79,41.05,21.42,-0.31,0.2821,33,384.13,0.491,IMD_NASA_ICRISAT_INTEGRATED
GUJ_BAN_123,Gujarat,Banaskantha,1970,54.59,43.64,25.1,31.44,40.62,21.16,-0.66,0.311,24,262.49,0.4667,IMD_NASA_ICRISAT_INTEGRATED
GUJ_BAN_123,Gujarat,Banaskantha,1971,45.25,43.64,3.69,32.33,41.68,21.88,0.23,0.2878,32,261.67,0.487,IMD_NASA_ICRISAT_INTEGRATED
GUJ_BAN_123,Gujarat,Banaskantha,1972,48.33,43.64,10.75,31.92,41.18,21.57,-0.17,0.2928,29,173.92,0.4937,IMD_NASA_ICRISAT_INTEGRATED
GUJ_BAN_123,Gujarat,Banaskantha,1973,39.31,43.64,-9.92,32.82,42.25,22.3,0.73,0.2699,36,184.32,0.5119,IMD_NASA_ICRISAT_INTEGRATED
GUJ_BAN_123,Gujarat,Banaskantha,1974,46.63,43.64,6.84,31.86,41.09,21.54,-0.24,0.2845,30,272.96,0.509,IMD_NASA_ICRISAT_INTEGRATED
GUJ_BAN_123,Gujarat,Banaskantha,1975,38.0,43.64,-12.92,32.48,41.81,22.04,0.38,0.2627,36,100.0,0.5231,IMD_NASA_ICRISAT_INTEGRATED
GUJ_BAN_123,Gujarat,Banaskantha,1976,44.26,43.64,1.42,32.31,41.6,21.92,0.21,0.2753,32,274.34,0.4942,IMD_NASA_ICRISAT_INTEGRATED
GUJ_BAN_123,Gujarat,Banaskantha,1977,37.86,43.64,-13.26,32.27,41.55,21.89,0.17,0.2592,36,354.59,0.5023,IMD_NASA_ICRISAT_INTEGRATED
GUJ_BAN_123,Gujarat,Banaskantha,1978,33.9,43.64,-22.31,31.81,41.0,21.53,-0.29,0.2493,37,253.08,0.5101,IMD_NASA_ICRISAT_INTEGRATED
GUJ_BAN_123,Gujarat,Banaskantha,1979,39.56,43.64,-9.36,32.7,42.06,22.24,0.6,0.2619,36,174.53,0.521,IMD_NASA_ICRISAT_INTEGRATED
GUJ_BAN_123,Gujarat,Banaskantha,1980,42.22,43.64,-3.24,32.22,41.49,21.86,0.12,0.2681,33,181.48,0.5244,IMD_NASA_ICRISAT_INTEGRATED
GUJ_BAN_123,Gujarat,Banaskantha,1981,43.75,43.64,0.25,32.06,41.3,21.73,-0.04,0.2723,32,100.0,0.5318,IMD_NASA_ICRISAT_INTEGRATED
GUJ_BAN_123,Gujarat,Banaskantha,1982,44.45,43.64,1.85,32.43,41.75,22.02,0.33,0.2751,33,231.13,0.5224,IMD_NASA_ICRISAT_INTEGRATED
GUJ_BAN_123,Gujarat,Banaskantha,1983,43.48,43.64,-0.36,32.66,42.03,22.19,0.56,0.2745,34,219.82,0.5559,IMD_NASA_ICRISAT_INTEGRATED
GUJ_BAN_123,Gujarat,Banaskantha,1984,36.51,43.64,-16.34,32.34,41.65,21.92,0.24,0.2605,37,124.91,0.5428,IMD_NASA_ICRISAT_INTEGRATED
GUJ_BAN_123,Gujarat,Banaskantha,1985,37.29,43.64,-14.56,31.68,40.88,21.39,-0.41,0.2644,35,169.28,0.5397,IMD_NASA_ICRISAT_INTEGRATED
GUJ_BAN_123,Gujarat,Banaskantha,1986,41.85,43.64,-4.09,31.93,41.18,21.57,-0.17,0.277,33,203.95,0.5376,IMD_NASA_ICRISAT_INTEGRATED
GUJ_BAN_123,Gujarat,Banaskantha,1987,50.51,43.64,15.74,32.38,41.73,21.92,0.28,0.299,29,188.52,0.564,IMD_NASA_ICRISAT_INTEGRATED
GUJ_BAN_123,Gujarat,Banaskantha,1988,47.54,43.64,8.93,31.65,40.88,21.33,-0.44,0.2941,29,229.07,0.5514,IMD_NASA_ICRISAT_INTEGRATED
GUJ_BAN_123,Gujarat,Banaskantha,1989,43.75,43.64,0.25,31.56,40.78,21.25,-0.53,0.287,31,208.19,0.5454,IMD_NASA_ICRISAT_INTEGRATED
GUJ_BAN_123,Gujarat,Banaskantha,1990,52.34,43.64,19.94,32.23,41.59,21.77,0.13,0.3079,28,142.2,0.5563,IMD_NASA_ICRISAT_INTEGRATED
GUJ_BAN_123,Gujarat,Banaskantha,1991,51.82,43.64,18.74,31.33,40.52,21.04,-0.77,0.3074,26,104.15,0.5549,IMD_NASA_ICRISAT_INTEGRATED
GUJ_BAN_123,Gujarat,Banaskantha,1992,47.26,43.64,8.29,31.83,41.12,21.43,-0.27,0.2971,30,154.77,0.5547,IMD_NASA_ICRISAT_INTEGRATED
GUJ_BAN_123,Gujarat,Banaskantha,1993,48.41,43.64,10.93,32.27,41.66,21.78,0.18,0.2993,30,136.65,0.5854,IMD_NASA_ICRISAT_INTEGRATED
GUJ_BAN_123,Gujarat,Banaskantha,1994,53.96,43.64,23.64,32.33,41.74,21.83,0.24,0.3111,27,222.76,0.5841,IMD_NASA_ICRISAT_INTEGRATED
GUJ_BAN_123,Gujarat,Banaskantha,1995,44.97,43.64,3.04,31.47,40.7,21.13,-0.63,0.2891,30,131.3,0.557,IMD_NASA_ICRISAT_INTEGRATED
GUJ_BAN_123,Gujarat,Banaskantha,1996,45.81,43.64,4.97,31.93,41.25,21.5,-0.17,0.2893,31,192.4,0.5699,IMD_NASA_ICRISAT_INTEGRATED
GUJ_BAN_123,Gujarat,Banaskantha,1997,45.05,43.64,3.23,32.52,41.96,21.98,0.42,0.2855,33,231.09,0.5822,IMD_NASA_ICRISAT_INTEGRATED
GUJ_BAN_123,Gujarat,Banaskantha,1998,44.4,43.64,1.75,31.21,40.38,20.94,-0.89,0.2819,30,100.0,0.5968,IMD_NASA_ICRISAT_INTEGRATED
GUJ_BAN_123,Gujarat,Banaskantha,1999,40.83,43.64,-6.45,31.65,40.9,21.3,-0.45,0.2715,33,215.62,0.5845,IMD_NASA_ICRISAT_INTEGRATED
GUJ_BAN_123,Gujarat,Banaskantha,2000,44.55,43.64,2.07,32.65,42.09,22.11,0.55,0.278,33,323.76,0.5739,IMD_NASA_ICRISAT_INTEGRATED
GUJ_BAN_123,Gujarat,Banaskantha,2001,44.93,43.64,2.95,31.84,41.11,21.47,-0.26,0.277,31,199.62,0.5741,IMD_NASA_ICRISAT_INTEGRATED
GUJ_BAN_123,Gujarat,Banaskantha,2002,34.38,43.64,-21.22,32.04,41.34,21.64,-0.06,0.2514,37,139.5,0.5973,IMD_NASA_ICRISAT_INTEGRATED
GUJ_BAN_123,Gujarat,Banaskantha,2003,39.29,43.64,-9.97,32.24,41.56,21.81,0.14,0.2617,35,328.58,0.5761,IMD_NASA_ICRISAT_INTEGRATED
GUJ_BAN_123,Gujarat,Banaskantha,2004,37.44,43.64,-14.2,32.24,41.56,21.83,0.15,0.257,36,244.88,0.605,IMD_NASA_ICRISAT_INTEGRATED
GUJ_BAN_123,Gujarat,Banaskantha,2005,43.45,43.64,-0.44,32.27,41.57,21.86,0.17,0.2709,33,242.25,0.6003,IMD_NASA_ICRISAT_INTEGRATED
GUJ_BAN_123,Gujarat,Banaskantha,2006,34.94,43.64,-19.95,32.22,41.5,21.83,0.12,0.252,37,233.58,0.6046,IMD_NASA_ICRISAT_INTEGRATED
GUJ_BAN_123,Gujarat,Banaskantha,2007,37.43,43.64,-14.23,31.82,41.01,21.52,-0.28,0.2588,35,188.76,0.6227,IMD_NASA_ICRISAT_INTEGRATED
GUJ_BAN_123,Gujarat,Banaskantha,2008,38.44,43.64,-11.91,32.83,42.22,22.33,0.73,0.2627,37,326.9,0.6065,IMD_NASA_ICRISAT_INTEGRATED
GUJ_BAN_123,Gujarat,Banaskantha,2009,39.72,43.64,-8.99,32.59,41.93,22.15,0.49,0.2675,36,207.9,0.6004,IMD_NASA_ICRISAT_INTEGRATED
GUJ_BAN_123,Gujarat,Banaskantha,2010,43.35,43.64,-0.66,32.08,41.42,21.64,-0.02,0.2799,32,259.6,0.6088,IMD_NASA_ICRISAT_INTEGRATED
GUJ_BAN_123,Gujarat,Banaskantha,2011,44.25,43.64,1.41,32.27,41.62,21.81,0.17,0.2822,32,165.02,0.612,IMD_NASA_ICRISAT_INTEGRATED
GUJ_BAN_123,Gujarat,Banaskantha,2012,37.75,43.64,-13.49,32.19,41.43,21.85,0.09,0.2595,36,388.16,0.616,IMD_NASA_ICRISAT_INTEGRATED
GUJ_BAN_123,Gujarat,Banaskantha,2013,52.25,43.64,19.73,32.47,41.91,21.94,0.37,0.3085,28,158.18,0.6247,IMD_NASA_ICRISAT_INTEGRATED
GUJ_BAN_123,Gujarat,Banaskantha,2014,36.17,43.64,-17.12,32.25,41.42,21.98,0.16,0.2361,37,100.0,0.6245,IMD_NASA_ICRISAT_INTEGRATED
GUJ_BAN_123,Gujarat,Banaskantha,2015,35.06,43.64,-19.65,33.75,43.21,23.2,1.66,0.2343,41,158.05,0.6465,IMD_NASA_ICRISAT_INTEGRATED
GUJ_BAN_123,Gujarat,Banaskantha,2016,49.71,43.64,13.91,33.36,42.82,22.81,1.26,0.3151,32,222.93,0.6356,IMD_NASA_ICRISAT_INTEGRATED
GUJ_BAN_123,Gujarat,Banaskantha,2017,40.85,43.64,-6.4,32.53,41.87,22.08,0.43,0.2728,35,324.81,0.6316,IMD_NASA_ICRISAT_INTEGRATED
